Time [ms], Temperature1 [C], Temperature2 [C], Temperature3 [C], Pressure1 [kPa], Pressure2 [kPa], Battery Voltage [V], Thermistor1 [C], Thermistor2 [C], N2O_SOL_STATE, N2_SOL_STATE
17645,0,0,0,-6.042,-6.084,1.27551,691.59998,224.36,0,0
17656,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17666,0,0,0,-4.656,-6,1.27551,691.59998,224.36,0,0
17673,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17683,0,0,0,-6.672,-6.378,1.27551,691.59998,224.36,0,0
17694,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17705,0,0,0,-5.538,-6.168,1.27551,691.59998,224.36,0,0
17713,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17723,0,0,0,-6.042,-6.546,1.27551,691.59998,224.36,0,0
17733,0,0,0,-6.966,-7.05,1.27551,691.59998,224.36,0,0
17743,0,0,0,-6.378,-6.588,1.27551,691.59998,224.36,0,0
17753,0,0,0,-7.008,-7.05,1.27551,691.59998,224.36,0,0
17763,0,0,0,-6.378,-6.588,1.27551,691.59998,224.36,0,0
17773,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17783,0,0,0,-6.294,-6.378,1.27551,691.59998,224.36,0,0
17793,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17803,0,0,0,-6.294,-6.462,1.27551,691.59998,224.36,0,0
17813,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17823,0,0,0,-6.378,-6.588,1.27551,691.59998,224.36,0,0
17833,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17843,0,0,0,-6.378,-6.63,1.27551,691.59998,224.36,0,0
17853,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17863,0,0,0,-6.294,-6.546,1.27551,691.59998,224.36,0,0
17873,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17883,0,0,0,-6.378,-6.378,1.27551,691.59998,224.36,0,0
17893,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17903,0,0,0,-6.252,-6.588,1.27551,691.59998,224.36,0,0
17913,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17923,0,0,0,-6.42,-6.42,1.27551,691.59998,224.36,0,0
17933,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17943,0,0,0,-6.378,-6.42,1.27551,691.59998,224.36,0,0
17953,0,0,0,-6.798,-7.05,1.27551,691.59998,224.36,0,0
17963,0,0,0,-6.504,-6.756,1.27551,691.59998,224.36,0,0
17973,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
17983,0,0,0,-6.294,-6.168,1.30102,829.40002,224.36,0,0
17993,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18003,0,0,0,-6.252,-6.504,1.30102,829.40002,224.36,0,0
18013,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18023,0,0,0,-5.706,-6.378,1.30102,829.40002,224.36,0,0
18033,0,0,0,-6.924,-7.05,1.30102,829.40002,224.36,0,0
18043,0,0,0,-5.832,-6.672,1.30102,829.40002,224.36,0,0
18053,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18063,0,0,0,-6.294,-6.378,1.30102,829.40002,224.36,0,0
18073,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18083,0,0,0,-6.378,-6.378,1.30102,829.40002,224.36,0,0
18093,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18103,0,0,0,-6.378,-6.462,1.30102,829.40002,224.36,0,0
18113,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18123,0,0,0,-6.378,-6.924,1.30102,829.40002,224.36,0,0
18133,0,0,0,-6.966,-7.05,1.30102,829.40002,224.36,0,0
18143,0,0,0,-6.378,-6.798,1.30102,829.40002,224.36,0,0
18153,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18163,0,0,0,-5.79,-6.756,1.30102,829.40002,224.36,0,0
18173,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18183,0,0,0,-6.378,-6.924,1.30102,829.40002,224.36,0,0
18193,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18203,0,0,0,-6.378,-6.714,1.30102,829.40002,224.36,0,0
18213,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18223,0,0,0,-6.378,-6.756,1.30102,829.40002,224.36,0,0
18233,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18243,0,0,0,-6.294,-6.378,1.30102,829.40002,224.36,0,0
18253,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18263,0,0,0,-6.378,-6.504,1.30102,829.40002,224.36,0,0
18273,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18283,0,0,0,-6.42,-6.63,1.30102,829.40002,224.36,0,0
18293,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18303,0,0,0,-6.084,-6.462,1.30102,829.40002,224.36,0,0
18313,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18323,0,0,0,-5.874,-6.378,1.30102,829.40002,224.36,0,0
18333,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18343,0,0,0,-6.084,-6.378,1.30102,829.40002,224.36,0,0
18353,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18363,0,0,0,-6.42,-6.378,1.30102,829.40002,224.36,0,0
18373,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18383,0,0,0,-6,-6.378,1.30102,829.40002,224.36,0,0
18393,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18403,0,0,0,-5.664,-6.378,1.30102,829.40002,224.36,0,0
18413,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18423,0,0,0,-6.042,-6.462,1.30102,829.40002,224.36,0,0
18433,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18443,0,0,0,-5.832,-6.252,1.30102,829.40002,224.36,0,0
18453,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18463,0,0,0,-5.664,-6.378,1.30102,829.40002,224.36,0,0
18473,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18483,0,0,0,-6.378,-6.504,1.30102,829.40002,224.36,0,0
18493,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18503,0,0,0,-5.748,-6.546,1.30102,829.40002,224.36,0,0
18513,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18523,0,0,0,-5.706,-6.42,1.30102,829.40002,224.36,0,0
18533,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18543,0,0,0,-5.958,-6.378,1.30102,829.40002,224.36,0,0
18553,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18563,0,0,0,-5.916,-6.378,1.30102,829.40002,224.36,0,0
18573,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18583,0,0,0,-6,-6.588,1.30102,829.40002,224.36,0,0
18593,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18603,0,0,0,-5.706,-6.42,1.30102,829.40002,224.36,0,0
18613,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18623,0,0,0,-6,-6.42,1.30102,829.40002,224.36,0,0
18633,0,0,0,-6.882,-7.05,1.30102,829.40002,224.36,0,0
18643,0,0,0,-5.202,-6.378,1.30102,829.40002,224.36,0,0
18653,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18663,0,0,0,-5.748,-6.378,1.30102,829.40002,224.36,0,0
18673,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18683,0,0,0,-6.378,-6.378,1.30102,829.40002,224.36,0,0
18693,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18703,0,0,0,-6.126,-6.588,1.30102,829.40002,224.36,0,0
18713,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18723,0,0,0,-6.126,-6.378,1.30102,829.40002,224.36,0,0
18733,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18743,0,0,0,-6.168,-6.378,1.30102,829.40002,224.36,0,0
18753,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18763,0,0,0,-6.378,-6.378,1.30102,829.40002,224.36,0,0
18773,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18783,0,0,0,-6.252,-6.756,1.30102,829.40002,224.36,0,0
18793,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18803,0,0,0,-6.378,-6.378,1.30102,829.40002,224.36,0,0
18813,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18823,0,0,0,-6.168,-6.378,1.30102,829.40002,224.36,0,0
18833,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18843,0,0,0,-5.958,-6.378,1.30102,829.40002,224.36,0,0
18853,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18863,0,0,0,-5.958,-6.546,1.30102,829.40002,224.36,0,0
18873,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18883,0,0,0,-6.084,-6.504,1.30102,829.40002,224.36,0,0
18893,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18903,0,0,0,-5.958,-6.378,1.30102,829.40002,224.36,0,0
18913,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18923,0,0,0,-5.958,-6.378,1.30102,829.40002,224.36,0,0
18933,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18943,0,0,0,-6.21,-6.378,1.30102,829.40002,224.36,0,0
18953,0,0,0,-7.05,-7.05,1.30102,829.40002,224.36,0,0
18963,0,0,0,-5.706,-6.378,1.30102,829.40002,224.36,0,0
18973,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
18983,0,0,0,-5.874,-6.252,1.29252,830.70001,224.36,0,0
18993,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19003,0,0,0,-5.832,-6.378,1.29252,830.70001,224.36,0,0
19013,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19023,0,0,0,-6.084,-6.378,1.29252,830.70001,224.36,0,0
19033,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19043,0,0,0,-5.832,-6.378,1.29252,830.70001,224.36,0,0
19053,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19063,0,0,0,-5.664,-6.378,1.29252,830.70001,224.36,0,0
19073,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19083,0,0,0,-5.664,-6.378,1.29252,830.70001,224.36,0,0
19093,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19103,0,0,0,-6,-6.378,1.29252,830.70001,224.36,0,0
19113,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19123,0,0,0,-5.916,-6.294,1.29252,830.70001,224.36,0,0
19133,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19143,0,0,0,-5.832,-6.378,1.29252,830.70001,224.36,0,0
19153,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19163,0,0,0,-5.706,-6.336,1.29252,830.70001,224.36,0,0
19173,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19183,0,0,0,-5.916,-6.336,1.29252,830.70001,224.36,0,0
19193,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19203,0,0,0,-6,-6.294,1.29252,830.70001,224.36,0,0
19213,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19223,0,0,0,-6,-6.378,1.29252,830.70001,224.36,0,0
19233,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19243,0,0,0,-5.622,-6.798,1.29252,830.70001,224.36,0,0
19253,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19263,0,0,0,-5.706,-6.588,1.29252,830.70001,224.36,0,0
19273,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19283,0,0,0,-6.252,-6.63,1.29252,830.70001,224.36,0,0
19293,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19303,0,0,0,-5.79,-6.63,1.29252,830.70001,224.36,0,0
19313,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19323,0,0,0,-5.496,-6.504,1.29252,830.70001,224.36,0,0
19333,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19343,0,0,0,-5.706,-6.504,1.29252,830.70001,224.36,0,0
19353,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19363,0,0,0,-5.328,-6.546,1.29252,830.70001,224.36,0,0
19373,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19383,0,0,0,-5.454,-6.63,1.29252,830.70001,224.36,0,0
19393,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19403,0,0,0,-5.244,-6.504,1.29252,830.70001,224.36,0,0
19413,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19423,0,0,0,-5.79,-6.588,1.29252,830.70001,224.36,0,0
19433,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19443,0,0,0,-5.496,-6.504,1.29252,830.70001,224.36,0,0
19453,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19463,0,0,0,-5.664,-6.546,1.29252,830.70001,224.36,0,0
19473,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19483,0,0,0,-5.454,-6.462,1.29252,830.70001,224.36,0,0
19493,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19503,0,0,0,-5.58,-6.63,1.29252,830.70001,224.36,0,0
19513,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19523,0,0,0,-5.412,-6.672,1.29252,830.70001,224.36,0,0
19533,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19543,0,0,0,-5.454,-6.588,1.29252,830.70001,224.36,0,0
19553,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19563,0,0,0,-5.916,-6.63,1.29252,830.70001,224.36,0,0
19573,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19583,0,0,0,-5.916,-6.546,1.29252,830.70001,224.36,0,0
19593,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19603,0,0,0,-5.706,-6.588,1.29252,830.70001,224.36,0,0
19613,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19623,0,0,0,-5.79,-6.588,1.29252,830.70001,224.36,0,0
19633,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19643,0,0,0,-5.664,-6.588,1.29252,830.70001,224.36,0,0
19653,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19663,0,0,0,-5.622,-6.63,1.29252,830.70001,224.36,0,0
19673,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19683,0,0,0,-5.622,-6.588,1.29252,830.70001,224.36,0,0
19693,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19703,0,0,0,-5.748,-6.42,1.29252,830.70001,224.36,0,0
19713,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19723,0,0,0,-5.622,-6.462,1.29252,830.70001,224.36,0,0
19733,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19743,0,0,0,-5.706,-6.378,1.29252,830.70001,224.36,0,0
19753,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19763,0,0,0,-5.706,-6.462,1.29252,830.70001,224.36,0,0
19773,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19783,0,0,0,-5.832,-6.462,1.29252,830.70001,224.36,0,0
19793,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19803,0,0,0,-6,-6.336,1.29252,830.70001,224.36,0,0
19813,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19823,0,0,0,-5.832,-6.378,1.29252,830.70001,224.36,0,0
19833,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19843,0,0,0,-5.664,-6.126,1.29252,830.70001,224.36,0,0
19853,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19863,0,0,0,-5.664,-6.378,1.29252,830.70001,224.36,0,0
19873,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19883,0,0,0,-5.58,-6.336,1.29252,830.70001,224.36,0,0
19893,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19903,0,0,0,-5.454,-6.252,1.29252,830.70001,224.36,0,0
19913,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19923,0,0,0,-5.664,-6.378,1.29252,830.70001,224.36,0,0
19933,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
19943,0,0,0,-5.664,-6.294,1.29252,830.70001,224.36,0,0
19953,0,0,0,-7.05,-7.05,1.29252,830.70001,224.36,0,0
